PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
NYPDnews,2794620212,hfbcespanol,HFBC EspaíëŒ±ol,El Campus EspaíëŒ±ol de Houston's First Baptist Church :: Lanzamiento Domingo 12 de Abril reuniendose en el Campus Loop (7401 Katy Freeway),14,8,1.75,"Houston, Texas",Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,2794628089,familysleuther,Family Sleuther,"Avid genealogist pestering relatives, wading through vital records bureaucracy, and passing the spittoon for DNA samples to uncover his roots.",442,535,0.826168224,"Washington, DC",Non-Local,0,0,<1,New York City,Not Identified
VBPD,2795417367,brandiwavy,Brandi Cummings,"Reporter at WAVY, Author, Motivational Speaker. RTs are not endorsements.",558,644,0.866459627,"Portsmouth, VA",Non-Local,0,0,<1,"Virginia Beach, VA",Media
detroitpolice,2795658914,shaida_a,Shaida Akbarian,"Lecturer for the Dept. of Ethnic Studies at California State University, East Bay. Critical Race Theorist. Writer. Researcher of Hip-hop Culture.",460,620,0.741935484,,Missing,0,0,<1,"City of Detroit, MI",Media
CLEpolice,2795729999,drwilmerleonrx,Inside the Issues,,345,831,0.415162455,,Missing,0,0,<1,"Cleveland, OH",Not Provided
detroitpolice,2796678050,whatswithdude,I'm Al & I'm a Hoe,Playing with your mind. Comedic Troll,46,44,1.045454545,,Missing,0,0,1->2,"City of Detroit, MI",Not Identified
SpokanePD,2796850327,brkngspokanetw,Spkn Traff.& Weather,"We already bring you Spokane's breaking news. Now get updates on traffic & weather in Spokane, WA, and other locations in the Inland Northwest.",216,395,0.546835443,"Spokane, WA",Local,0,0,<1,"Spokane, WA",Not Identified
NYPDnews,2797226778,jaywinell,Jason Winell,"Inspired by great people, great brands and great companies. Thoughts/opinions are my own (possibly dangerous). In case you didnt know,RT's are not endorsements.",375,1891,0.198307774,Rhode Island,Non-Local,0,0,<1,New York City,Not Identified
SLMPD,2798525202,argusnewsnow,Argus Streaming News,Official ASN Twitter. Bringing the news from around the nation about real people with real stories.,2513,640,3.9265625,"St. Louis, Missouri",Local,0,0,2->10,"St. Louis, MO",Not Identified
ScottsdalePD,2798639181,megha_prn,Megha Desai,,12,0,Inf,,Missing,0,0,>10,"Scottsdale, Arizona",Not Provided
PortlandPolice,2801686349,wileypostkgw,Wiley Post,"Executive Producer at @KGWNews in Portland, OR. Send story ideas to wpost@kgw.com RT & Links Œ_í_í_ Endorsement Follow at @wileypost1 for beer, #rctid, Zags & more!",419,482,0.869294606,"Portland, Oregon",Local,0,0,<1,"Portland, Oregon",Other Sectors
NYPDnews,2802428807,taradactyl312,Tara Dactyl,,18,135,0.133333333,,Missing,0,0,<1,New York City,Not Provided
sppdPIO,2803059233,kyleburt87,Kyle Jr,TRAVELER. DREAMER.  ANIMAL ADVOCATE.,172,237,0.725738397,,Missing,0,0,<1,"St. Paul, MN",Other Sectors
SLMPD,2803208151,staciemritchie,Stacie Jordan,"Wife, mother, previvor.  Advocate of Social Justice. #BRCA RT doesn't mean I agree with language or message.",547,227,2.40969163,,Missing,0,0,2->10,"St. Louis, MO",Other Sectors
NYPDnews,2806354563,mikeabbott82,Mike Abbott,"Director - Toronto Police Association. 

President - Ontario Police Memorial Foundation.",287,513,0.559454191,,Missing,0,0,<1,New York City,Police
NYPDnews,2806472778,worldglover,The Morse Force,n. - The quality of land that is appropriate for cultivation; http://arability.net/,84,209,0.401913876,Whitestone NY (JonesBeach),Local,0,0,<1,New York City,Not Identified
NYPDnews,2808761720,thefreedomsuite,John M,Blowticious...Skeeeveee...Delicious.,82,39,2.102564103,New York,Local,0,0,>10,New York City,Not Identified
NYPDnews,2810380100,mollykeet,Molly Keet,"It was just like a great dark wing within the Winds of a storm )O(               











Author-Currently writing a book ... wait there...",354,530,0.667924528,NEW YORK CITY,Local,0,0,<1,New York City,Not Identified
detroitpolice,2810406566,NA,JJ,"I like comics & sometimes tweet but mostly retweet bc others already said it better. blogger for @intifada. Also, I think the world of you.",245,1399,0.175125089,Detroit,Local,0,0,<1,"City of Detroit, MI",Not Identified
SLMPD,2811719940,NA,UPPITY WHITE STEVIL,"#BlackLivesMatter #FreePalestine #PrisonReform #WomensRights #UniversalHealthCare  #Legalize #EqualRights 

STOP #PoliceBrutality 

END #WhitePrivilege",1326,1931,0.686690834,,Missing,0,0,<1,"St. Louis, MO",Not Identified
CLEpolice,2811813847,ohauxwbtb,OHPoliceWives,"The OH Auxiliary of Wives Behind the Badge, Inc. is dedicated to providing resources & emotional support to OH law enforcement families, including police wives.",112,159,0.704402516,Ohio,Non-Local,0,0,<1,"Cleveland, OH",Other Sectors
NYPDnews,2812073995,theblazenow,TheBlazeNOW,"Breaking news by @TheBlaze. Follow stories as they happen. Tweets by @oliverdarcy, @JosiahRyan, @MadeleineBlaze & @jason_howerton.",24628,1,24628,,Missing,0,0,>10,New York City,Not Identified
SFPD,2813594772,realrakhmetov,Amanda Ocasio,Editor- @queensfreepress | Current- @HofstraMAjrn | @ubcommunity (BA '09 History)| @bklyncollege411 (MA '13 History) | #occupywomen #lgbt #EgyptInMyHeart,420,1114,0.377019749,[location will vary],Non-Local,0,0,<1,"San Francisco, CA",Media
boulderpolice,2813682847,mrmattjens,Matthew Jensen,"GM of the Boulder Collegians, CAD-1 Software Solutions, President of the Bolder Yong Professionals, proud husband and daddy. Go CU Buffs, Go SF Giants!",258,1058,0.243856333,Boulder,Local,0,0,<1,"Boulder, CO",Other Sectors
NYPDnews,2814309606,ryanriny23,Ryan Rinaldis,,9,14,0.642857143,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2814985527,throbacksnmore,Throbacks,Throbacks N More for graphic tees and casual tops http://www.throbacksnmore.com,1251,1153,1.084995663,,Missing,0,0,1->2,New York City,Not Identified
NYPDnews,2815074385,danahousch,Dana Faye Housch,I'm passionate about teaching and improving people's lives through better communication.,17,49,0.346938776,"Dresden, Germany",Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2815090818,naturalgae,NaturALGAE,Biotechnology. Resource efficiency and sustainable consumption and production of algae. Spirulina - Culture urbaine.,212,147,1.442176871,Marine Park @MarineParkGC,Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,2815443235,bulaong_ramiz,Radical Educator,i tweet my truth #blacklivesmatter.                          #sophistiratchet,900,940,0.957446809,,Missing,0,0,<1,New York City,Not Identified
StocktonPolice,2815553720,chetbot,Chet Huntley,"Maybe where there's clarity of air, there's clarity of thought.",37,4,9.25,,Missing,0,0,2->10,"Stockton, CA, USA",Not Identified
SFPD,2815801242,josephjpeg,Joseph P,"Internet lover & digital marketing student. Too young to be a father and too bitter to ever marry, all of my Tweets are plagiarized. RTs do = ENDORSEMENT",99,288,0.34375,"San Francisco, CA",Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2817274128,peppeholmsten,Peppe Holmsten,"Actor, MoCap performer, filmmaker and professional Swede!",88,494,0.178137652,New York City,Local,0,0,<1,New York City,Other Sectors
StocktonPolice,2819972502,bansmerlaw,Erica M Bansmer,"For over 8 years Mrs. Bansmer has been practicing law and providing legal services in the areas of Divorce and Family Law, Bankruptcy Law,and Estate Planning",474,127,3.732283465,Stockton CA,Local,0,0,>10,"Stockton, CA, USA",Other Sectors
CLEpolice,2820160831,puppycidedb,PuppycideDB,Puppycide Database Project - nationwide database tracking police shootings of animals. Read more at our blog: http://blog.puppycidedb.com,249,824,0.302184466,USA,Non-Local,0,0,<1,"Cleveland, OH",Police
NYPDnews,2820400083,indypolicefdn,Indy Police Fdn,Serving and protecting those who serve and protect. #Indy #HeroesInBlue #ThinBlueIndy,205,363,0.564738292,"Indianapolis, IN",Non-Local,0,0,<1,New York City,Not Identified
PortlandPolice,2820724322,person4nongr4ta,PersonaNonGrata,Co founder and contributing writer at http://feministhate.com,1,13,0.076923077,,Missing,0,0,<1,"Portland, Oregon",Media
NYPDnews,2820940851,pagan_rom,Œ__íŸŒ__ŒÂDKŒ__ŒÂŒ__íŸ,#SupportOurTroops #antiObama #antiIslam #antiNazi #LGBTally #BlueLivesMatter #ZenTacticChristian #LegalImmigrant I aim to offend you.,661,658,1.004559271,Chií©ŒÈinŒóí‹u,Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,2821055595,melissamdriver,mdriver52,bad at technology and time but good at a lot of other stuff,82,347,0.236311239,,Missing,0,0,<1,New York City,Other Sectors
detroitpolice,2822868555,daftwoods,Dex MotorMouth,"Aspiring Artist, Esoteric Lyricist",364,444,0.81981982,Detroit,Local,0,0,<1,"City of Detroit, MI",Other Sectors
NYPDnews,2823379931,roach745,John Spartan ,"Christian, husband, father, LEO, Poe, wounded conservative, history, UGA, NYRB, futbol, Arsenal, Israel, USA!",944,1999,0.472236118,West of The ATL,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2825739925,crimepolicy,Crime Policy,"Ideas in safety, justice, & gun violence prevention. @Kennedy_School & @UCLA alum. Views are my own.",234,529,0.442344045,NYC,Local,0,0,<1,New York City,Not Identified
SLMPD,2826520046,angelagreben,Angela Greben,Creator of the Wage Theft Wedding Dress & Redress Dress. 1st Amendment Fan! Raising awareness of unlawful twitter blocking by public officials. #LetUsRedress,429,2000,0.2145,"San Jose, CA",Non-Local,0,0,<1,"St. Louis, MO",Other Sectors
NYPDnews,2826527010,landmark_hs,LandmarkHS,A collaborative and diverse community of learners. We employ a project-based curriculum to prepare students to be successful.,37,145,0.255172414,351 West 18th Street ,Non-Local,0,0,<1,New York City,Not Identified
SLMPD,2828548704,http000_,imhOtep,#STAYTRILL #SoCal Snapchat: bass_hole,330,1015,0.325123153,Black Knight Satellite ,Non-Local,0,0,<1,"St. Louis, MO",Not Identified
NYPDnews,2828910021,unforeseenbritt,Brittany Chipotle ,had to create a new account (boo!!) #WhatWouldJFKThink?,144,377,0.381962865,Orlando,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2831671993,leeadams5294,Lee Adams,"Cherokee! #UNITE BLUE! A Liberal Network! I Follow All Left! Unfollowers Unfollowed! Lead, Follow, or Get Out of the Way! Key Words UNITE LIBERAL NETWORK",3131,3392,0.923054245,,Missing,0,0,<1,New York City,Not Identified
SFPD,2831781510,NA,ReligionIsStupid.TV,"Atheist, Dad, Software Developer, Amateur Scientist. I grew up a Jehovah's Witness, escaped when I was 16, figured out that religion is a construct of humans.",186,274,0.678832117,"Seattle, Washington",Non-Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2834592535,_therobynshow,Rob,Being the change...,125,143,0.874125874,NYC,Local,0,0,<1,New York City,Not Identified
NYPDnews,2835060129,linacremedia,Linacre Media,"A 360-Degree Production Services, Digital/Social Media and Public Relations Consulting provider. #HDTV #SmartTV #BrandExpansion #AllDigitalEverything",427,1199,0.356130108,New York City,Local,0,0,<1,New York City,Other Sectors
NYPDnews,2836649717,gregory_gains,Gains,"Guitarist, composer and of course a fan of hard rock.",76,171,0.444444444,Stockholm,Non-Local,0,0,<1,New York City,Other Sectors
oaklandpoliceca,2836839353,nothiefs,Œ€Œ‚ŒˆŒ‚ŒèŒˆŒ‚íùí_íèŒ€ŒéŒˆŒ‚íæí±íÍs.ŒˆŒ‚í£ŒˆŒ‚ŒèŒˆŒ‚ŒçŒ_í£Œ¢ NEWS,"We are a large group that is built upon patriotic like-minded law enforcement, military, and citizens. Exposing the #occupy machine.",614,442,1.389140271,Occupying America,Non-Local,0,0,1->2,"Oakland, CA",Other Sectors
SFPD,2838548643,stephendilemma,Steve,"I like to make funny faces, it's my shtick.",10,17,0.588235294,"home, bart, school, taco bell",Non-Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2839298909,nypdrugby,NYPD Womens's Rugby,Always looking for new ruggers!,559,654,0.854740061,RANDALLS ISLAND NYC,Local,0,0,<1,New York City,Not Identified
oaklandpoliceca,2841176637,titocrafts,Tito Crafts,"Curious naif, joyful butterfly, post-carbon socialist.",40,119,0.336134454,Massachusetts,Non-Local,0,0,<1,"Oakland, CA",Media
NYPDnews,2842243485,NA,John Pearce,john pearce news collection & public distribution @tech_pearce #Tech #SocialMedia #Mobile & #Internet #News  Quickfired Rts+Regular updates - Started Oct 2014,30027,32393,0.926959528,"Manchester, England",Non-Local,0,0,<1,New York City,Media
NYPDnews,2843093769,johnnybebad6661,John F K Pageí«ŒÂ,Satanist goal oriented bassist?(metal) extra acting threesome group fetish sex(women only) call or text3475843316 overnight clerk at Gristedes50 born 1969,389,1302,0.298771121,1936 Chatterton #4 bronx ny ,Local,0,0,<1,New York City,Not Identified
NYPDnews,2843681110,shabadfa,Klara Shabo,Be brave. Take risks. Nothing can substitute experience. Activist #DemandForAction #SafeHavenNow,592,1196,0.494983278,,Missing,0,0,<1,New York City,Not Identified
PortlandPolice,2843689722,shutterwolf,Shutterwolfrito,Lover of the outdoors. Freely spins on the bicycle. Camera toting shutterwolf. Awroo. Weasyl: http://weasyl.com/~shutterwolf,189,160,1.18125,"Portland, Oregon, USA",Local,0,0,1->2,"Portland, Oregon",Not Identified
SLMPD,2844897057,hajihuntingdoc,Haji Hunting Patriot,"America 1st & foremost! Stand w/ us as a friend agaisnt the evils of terrorism. 9/11 1st responder, patriot & infidel! #HajiHuntingPatriots Adults 18+ only",1427,2000,0.7135,Belly of the Liberal Beast ,Non-Local,0,0,<1,"St. Louis, MO",Not Identified
NYPDnews,2845387122,jia_gunn,Jai_gunn,,18,223,0.080717489,United States,Non-Local,0,0,<1,New York City,Not Provided
NYPDnews,2845605179,cheerupkaci,Kaci Hickox's Right!,"Let's address LEGITIMATE ebola concerns, while treating heroes like Kaci Hickox with RESPECT.",198,925,0.214054054,,Missing,0,0,<1,New York City,Not Identified
VBPD,2847584421,mikaelwhite10,Mikael,"13 and loves to wrestle and has fun video games; love my mom, Linda.",158,158,1,,Missing,0,0,1->2,"Virginia Beach, VA",Not Identified
SFPD,2847961417,mbouscaren,Maggie Bouscaren,Boston-native. Exercise + outdoor enthusiast. Music lover. Vanderbilt '12. Milton Academy '08. Director of BD at ClearRock Capital.,25,187,0.13368984,San Francisco,Local,0,0,<1,"San Francisco, CA",Other Sectors
PortlandPolice,2848066614,joejacksonpdx,Joe Jackson,,19,44,0.431818182,,Missing,0,0,<1,"Portland, Oregon",Not Provided
detroitpolice,2848492060,ltgovmickey,Mickey VanDerenŒ_í£Œ¢,"Past Lt Governor Kiwanis International 

Honorable Order Kentucky Colonels",295,498,0.592369478,"Michigan, USA",Non-Local,0,0,<1,"City of Detroit, MI",Not Identified
PortlandPolice,2848828840,suntimespor,Portland,Providing local and national news to Portland | Part of the Sun Times Network @SunTimesNetwork,306,499,0.613226453,,Missing,0,0,<1,"Portland, Oregon",Media
SLMPD,2849377274,realorangecat,The Orange Thug Cat,"#tcot #stop POTUS #2a Stop @potus. I am orange. IamCAT  #Frank2016 is sad,,,I use bad words on occassion",1819,1590,1.144025157,the internet,Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
NYPDnews,2849708643,callmenews,CallmeNews,,336,322,1.043478261,,Missing,0,0,1->2,New York City,Not Provided
PortlandPolice,2849711762,ppswatchdog,PPS Watchdog,"#PPS parent keeping tabs on the district & its schools. Invested, opinionated. Born & raised in #PDX. #RCTID #OptOut #StopBullying365",38,157,0.242038217,"Portland, OR",Local,0,0,<1,"Portland, Oregon",Polictician
NYPDnews,2850271221,70lmoore429,70LMoore429,"We beat Ferguson, We beat New York, and we'll beat Baltimore. Evil doesn't get to win.",37,173,0.213872832,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2850686759,bk_buff,Brooklyn Buff,"Brooklyn Buff, Alerts, & Interesting News.",141,373,0.378016086,,Missing,0,0,<1,New York City,Media
detroitpolice,2850824285,diggingdetroit,Digging Detroit,Great tales from a great town. New mini-doc series and site on historic Detroit.,284,727,0.390646492,,Missing,0,0,<1,"City of Detroit, MI",Not Identified
SLMPD,2850881467,wefedthebears,WeFed TheBears,A bear that has been fed will soon lose its natural ability to survive and depend solely on the one that feeds it.  The same is true for us and our government.,14,63,0.222222222,America,Non-Local,0,0,<1,"St. Louis, MO",Not Identified
SFPD,2851450027,smartpplmatter2,Quirky&Smart,I love my sons very much. We appreciate @SFPDCares so much. They have reached out and helped us in a way we are forever grateful. #PublicSpeaker.,1958,1722,1.137049942,,Missing,0,0,1->2,"San Francisco, CA",Not Identified
SLMPD,2851549339,megannordheim,Megan Nordheim,,0,8,0,St Louis Missouri,Local,0,0,<1,"St. Louis, MO",Not Provided
SpokanePD,2851730515,0684blade,Titanium K9,"Whoever is careless with the truth in small matters, cannot be trusted with important matters.-Albert Einstein



My opinions. My outside voice.",85,116,0.732758621,,Missing,0,0,<1,"Spokane, WA",Not Identified
NYPDnews,2853304305,globalnyc,NYC Intl Affairs,"The Mayor's Office for International Affairs serves as the primary liaison between New York City and the diplomatic community, foreign governments, and UN.",723,349,2.071633238,New York City,Local,0,0,>10,New York City,Polictician
NYPDnews,2853499492,innerforce_tots,Inner Force Tots,One of NYC's largest single site Early Education Agency dedicated to providing diverse developmental & educational opportunities! #PreK #UPK #EarlyEd,50,232,0.215517241,"Brooklyn, NY",Local,0,0,<1,New York City,Not Identified
SLMPD,2853543524,iminviz,inviz,I'M A CONTRARIAN. EVERYTHING IS FINE. THE GOVERNMENT WILL TAKE CARE OF YOU.,508,172,2.953488372,FEMA ZONE 7 VII,Non-Local,0,0,2->10,"St. Louis, MO",Not Identified
CLEpolice,2853910604,unitedblackout,Blackout Network,"#Blackout is a network of filmmakers, musicians & more standing up for victims whose human rights are violated in USA: http://on.fb.me/ZYtWBf",5162,795,6.493081761,USA,Non-Local,0,0,2->10,"Cleveland, OH",Not Identified
